,Index,ID,Country,Gender,Education,Region,Profession,Work_status,Household_members,Income_level,Location_of_residence,Centre_or_suburbs,Public_transport_service,Car_driving_license,Number_vehicles_in_household,Considering_electric_or_hybrid_vehicle_next_purchase,Know_what_car_sharing_is,Would_subscribe_car_sharing_if_available,Most_frequent_trip_Walk,Most_frequent_trip_Bicycle,Most_frequent_trip_Car_as_Driver,Most_frequent_trip_Car_as_Passenger,Most_frequent_trip_Train,Most_frequent_trip_Underground_or_light_train,Most_frequent_trip_Tram,Most_frequent_trip_Bus,Most_frequent_trip_Motorcycle_or_moped,Destination_most_frequent_trip,Frequency_most_frequent_trip,Transfers_between_modes_during_frequent_trip,Frequent_trip_distance,Concern_environmental_impacts,Preference_tolls_or_traffic_limitation,New_frq_trip_dur,Age,Would_subsribe_car_sharing_if_available_new,Education_DNA,Income_level_DNA,Profession_DNA,Age_DNA,Considering_electric_or_hybrid_vehicle_next_purchase_DNA,Concern_environmental_impacts_DNA,Country_DNA,sha_ind,sha_ind_norm
1502,1648,"1,653",Italy,Male,Lower secondary (upper elementary school or similar);,Abruzzo,unemployed,Not Employed,one  (myself),low,Small or medium town (less than 250.000 inhabitants),in the suburbs,Not served by public transport,Yes,1,Maybe yes maybe not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,Yes,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,Don't know/ No answer,less than 3 KM,10,No preferences,less than 15 min,31-40,1,0.178237650200267,0.1823809523809524,0.2050105857445307,0.2217081850533807,0.2027115108851518,0.3167848699763593,0.2929606625258799,0.2285420595380745,0.6153484231102828
1504,1651,"1,656",Slovenia,Female,Upper secondary (high school or similar);,Podravska,student,Not Employed,three,lower middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Well served by public transport,Yes,2,Maybe yes maybe not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,No,Yes,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,One,6-10 KM,10,Definitely more acceptable to limit road traffic,less than 15 min,21-30,1,0.2069787234042553,0.1964838027022627,0.2434696895022178,0.2346829640947288,0.2027115108851518,0.3167848699763593,0.2700729927007299,0.2387406504665294,0.6805393193570091
1512,1659,"1,664",Netherlands,Female,Upper secondary (high school or similar);,Flevoland,other self-employed worker,Employed,four,middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Well served by public transport,Yes,2,Certainly yes,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,Yes,Yes,No,No,No,No,No,No,Â…It is outside an urban area,Make this trip 2-3 days per week,Two,6-10 KM,8,Definitely more acceptable to pay for less congestion,60-90 min,31-40,1,0.2069787234042553,0.2103583345422892,0.2632293080054274,0.2217081850533807,0.3650434126085315,0.2356572258533043,0.1088139281828074,0.2302555882357137,0.6263015510793548
1521,1668,"1,673",Denmark,Female,Upper secondary (high school or similar);,Hovedstaden,other employed worker,Employed,four,middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Well served by public transport,Yes,2,Don't know/no answer,No,"No, I would not be interested in this service",No,Yes,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,One,3-5 KM,3,Definitely more acceptable to pay for less congestion,less than 15 min,41-50,0,0.2069787234042553,0.2103583345422892,0.1921047488762947,0.1833333333333333,0.0925449871465295,0.1602300739523418,0.091792656587473,0.1624775511203595,0.1930543489520675
1525,1672,"1,677",Sweden,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Stockholm,middle manager,Employed,three,higher middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Relatively served by public transport,Yes,1,Maybe yes maybe not,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,Yes,No,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,less than 3 KM,2,No preferences,less than 15 min,41-50,1,0.2290959252971137,0.2489236790606653,0.2343283582089552,0.1833333333333333,0.2027115108851518,0.1649331352154532,0.1263736263736263,0.198528509767757,0.4234973896882417
1532,1679,"1,684",Italy,Female,Upper secondary (high school or similar);,Lazio,housewife,Not Employed,two,middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Well served by public transport,Yes,1,Certainly yes,Yes,"Yes, instead of purchasing a new car",Yes,No,No,Yes,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,3-5 KM,9,Definitely more acceptable to limit road traffic,30-60 min,51-60,2,0.2069787234042553,0.2103583345422892,0.1844135802469135,0.1924233313289236,0.3650434126085315,0.299515106303618,0.2929606625258799,0.2502418787086302,0.7540568652906121
1537,1684,"1,689",Lithuania,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Vilniaus apskritis,office worker,Employed,two,higher middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Relatively served by public transport,No,1,Maybe yes maybe not,Yes,Yes without any influence on my car ownership,No,No,No,Yes,No,No,No,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,6-10 KM,6,Probably more acceptable to pay for less congestion,15-30 min,21-30,2,0.2290959252971137,0.2489236790606653,0.1989212513484358,0.2346829640947288,0.2027115108851518,0.1392904073587385,0.1442307692307692,0.1996937867536576,0.430946011916494
1542,1689,"1,694",Croatia,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Osjecko-baranjska zupanija,student,Not Employed,five,higher middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Not served by public transport,Yes,3,Maybe yes maybe not,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,Yes,Yes,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,3-5 KM,7,Probably more acceptable to limit road traffic,15-30 min,21-30,1,0.2290959252971137,0.2489236790606653,0.2434696895022178,0.2346829640947288,0.2027115108851518,0.1982758620689655,0.2760416666666667,0.2333144710822157,0.6458543810414654
1549,1697,"1,702",Germany,Male,Lower secondary (upper elementary school or similar);,Berlin,other employed worker,Employed,one  (myself),middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Well served by public transport,No,0,Maybe yes maybe not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,Yes,No,No,No,Yes,No,No,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,One,11-20 KM,3,No preferences,30-60 min,21-30,1,0.178237650200267,0.2103583345422892,0.1921047488762947,0.2346829640947288,0.2027115108851518,0.1602300739523418,0.1866383881230116,0.1949948100962978,0.4009094606041907
1550,1698,"1,703",Italy,Female,Upper secondary (high school or similar);,Piemonte,office worker,Employed,two,middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Relatively served by public transport,Yes,1,Certainly yes,Yes,Yes without any influence on my car ownership,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,Two,11-20 KM,7,Definitely more acceptable to limit road traffic,30-60 min,21-30,2,0.2069787234042553,0.2103583345422892,0.1989212513484358,0.2346829640947288,0.3650434126085315,0.1982758620689655,0.2929606625258799,0.2438887443704409,0.7134466942985729
1558,1706,"1,711",Greece,Female,Lower secondary (upper elementary school or similar);,?tt???,housewife,Not Employed,three,high,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Well served by public transport,No,1,Maybe yes maybe not,No,Yes without any influence on my car ownership,Yes,No,No,No,No,No,Yes,Yes,No,"Â…In an urban area, different from where I live",Make this trip 2-3 days per week,Two,6-10 KM,7,No preferences,30-60 min,less than 20,2,0.178237650200267,0.3636363636363636,0.1844135802469135,0.2561094819159335,0.2027115108851518,0.1982758620689655,0.2830957230142566,0.2380685959954074,0.6762434481326003
1563,1711,"1,716",Portugal,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Centro (PT),other employed worker,Employed,three,lower middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,1,Probably yes,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,Don't know/ No answer,11-20 KM,9,Probably more acceptable to limit road traffic,15-30 min,31-40,1,0.2290959252971137,0.1964838027022627,0.1921047488762947,0.2217081850533807,0.2870708546384222,0.299515106303618,0.2780040733197556,0.2434260994558354,0.7104893998214532
1564,1712,"1,717",Finland,Male,Upper secondary (high school or similar);,LÃ¤nsi-Suomi,other employed worker,Employed,two,lower middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Difficult to reach with public transport,Yes,3,Probably not,No,"No, I would not be interested in this service",No,No,Yes,No,No,No,No,No,Yes,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,3-5 KM,4,No preferences,less than 15 min,21-30,0,0.2069787234042553,0.1964838027022627,0.1921047488762947,0.2346829640947288,0.1444071809035312,0.1632140615191462,0.1876355748373102,0.1893581509053613,0.3648791043449486
1566,1714,"1,719",Croatia,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Osjecko-baranjska zupanija,student,Not Employed,four,middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Well served by public transport,No,1,Probably yes,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,Yes,No,No,No,Yes,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,3-5 KM,7,Definitely more acceptable to limit road traffic,less than 15 min,21-30,1,0.2290959252971137,0.2103583345422892,0.2434696895022178,0.2346829640947288,0.2870708546384222,0.1982758620689655,0.2760416666666667,0.2398564709729148,0.6876718084794808
1568,1716,"1,721",Spain,Male,Lower secondary (upper elementary school or similar);,Comunidad Valenciana,unemployed,Not Employed,three,middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Relatively served by public transport,Yes,2,Maybe yes maybe not,Yes,Yes without any influence on my car ownership,Yes,No,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Two,less than 3 KM,6,Probably more acceptable to pay for less congestion,less than 15 min,31-40,2,0.178237650200267,0.2103583345422892,0.2050105857445307,0.2217081850533807,0.2027115108851518,0.1392904073587385,0.2458158995815899,0.2004475104808497,0.435763925061827
1579,1728,"1,733",Portugal,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Lisboa,student,Not Employed,four,middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Relatively served by public transport,Yes,3,Probably yes,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,No,No,Yes,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,21-30 KM,7,Probably more acceptable to limit road traffic,30-60 min,21-30,1,0.2290959252971137,0.2103583345422892,0.2434696895022178,0.2346829640947288,0.2870708546384222,0.1982758620689655,0.2780040733197556,0.2401368147804989,0.6894638074136312
1583,1732,"1,737",Sweden,Male,Upper secondary (high school or similar);,Sydsverige,other employed worker,Employed,two,lower middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Well served by public transport,Yes,1,Certainly not,No,"No, I would not be interested in this service",Yes,No,Yes,No,Yes,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Two,3-5 KM,1,No preferences,30-60 min,41-50,0,0.2069787234042553,0.1964838027022627,0.1921047488762947,0.1833333333333333,0.1095890410958904,0.1148775894538606,0.1263736263736263,0.1613915521770748,0.1861124836559309
1584,1733,"1,738",Germany,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Berlin,teacher/lecturer,Employed,one  (myself),lower middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Well served by public transport,Yes,1,Maybe yes maybe not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,Yes,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Don't know/ No answer,21-30 KM,5,Definitely more acceptable to limit road traffic,15-30 min,41-50,1,0.2290959252971137,0.1964838027022627,0.1986692015209125,0.1833333333333333,0.2027115108851518,0.1648418491484184,0.1866383881230116,0.1945391444300292,0.3979967785110168
1585,1734,"1,739",Sweden,Female,"Tertiary and higher (University degree, PhD or similar degrees).",VÃ¤stsverige,office worker,Employed,one  (myself),lower middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Well served by public transport,Yes,0,Maybe yes maybe not,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,No,No,No,No,Yes,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,One,31-50 KM,7,Probably more acceptable to pay for less congestion,60-90 min,31-40,1,0.2290959252971137,0.1964838027022627,0.1989212513484358,0.2217081850533807,0.2027115108851518,0.1982758620689655,0.1263736263736263,0.1962243091041338,0.4087685994614671
1607,1756,"1,762",Romania,Male,Upper secondary (high school or similar);,Sud-Est,unemployed,Not Employed,four,middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Not served by public transport,Yes,1,Probably not,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,Yes,Yes,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,Two,21-30 KM,0,Definitely more acceptable to pay for less congestion,60-90 min,21-30,1,0.2069787234042553,0.2103583345422892,0.2050105857445307,0.2346829640947288,0.1444071809035312,0.1283354510800508,0.2813807531380753,0.2015934275582087,0.4430887959014875
